step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
165,CASH_IN,61315.3,C251811685,76393.63,137708.93,C430149278,339107.05,277791.75,0,0
434,CASH_OUT,16912.66,C815979547,62127.93,45215.27,C748892526,269796.95,286709.61,0,0
691,CASH_OUT,35803.58,C935276844,51249.91,15446.33,C999715026,179926.25,215729.83,0,0
476,CASH_OUT,17067.14,C928600157,46940.73,29873.59,C662831723,176078.81,193145.95,0,0
450,PAYMENT,732.24,C699165206,9520.5,8788.26,M191687850,0.0,0.0,0,0
172,TRANSFER,11874.98,C685705879,38882.6,27007.62,C183882732,178637.8,190512.78,0,0
230,CASH_OUT,49821.21,C905947165,72324.84,22503.63,C993821073,241271.3,291092.51,0,0
109,TRANSFER,26317.15,C508753342,58373.45,32056.3,C523002666,9748.41,36065.56,0,0
385,CASH_OUT,15321.68,C627119065,47425.97,32104.29,C138263857,200880.58,216202.26,0,0
244,PAYMENT,2205.97,C767472079,17075.63,14869.66,M730116432,0.0,0.0,0,0
500,TRANSFER,9842.51,C279732850,48201.46,38358.95,C910589424,92899.86,102742.37,0,0
365,PAYMENT,447.37,C875560818,5041.41,4594.04,M117691628,0.0,0.0,0,0
76,TRANSFER,69258.99,C118894353,156905.2,87646.21,C750409831,88800.83,158059.82,0,0
73,CASH_OUT,23239.61,C739721759,78044.35,54804.74,C171956057,198432.63,221672.24,0,0
261,PAYMENT,265.02,C959463870,6932.1,6667.08,M629602578,0.0,0.0,0,0
18,CASH_OUT,19624.99,C226609230,28514.73,8889.74,C139253426,152631.48,172256.47,0,0
335,CASH_OUT,92833.08,C941269179,264781.13,171948.05,C983439620,111344.7,204177.78,0,0
172,TRANSFER,44939.53,C452166161,129611.25,84671.72,C701563725,141510.53,186450.06,0,0
30,TRANSFER,8594.88,C532161056,50855.84,42260.96,C139584814,122274.6,130869.48,0,0
509,CASH_OUT,52659.32,C101786614,160627.22,107967.9,C374544502,98516.97,151176.29,0,0
595,TRANSFER,16670.39,C784810441,124874.23,108203.84,C241699362,150027.73,166698.12,0,0
416,CASH_IN,19166.57,C329844692,133257.04,152423.61,C766955432,183637.35,164470.78,0,0
599,CASH_OUT,720.13,C463706525,15472.57,14752.44,C958336332,34588.57,35308.7,0,0
601,CASH_OUT,7177.37,C766509837,19352.8,12175.43,C420890886,26228.72,33406.09,0,0
23,CASH_IN,21446.87,C375492443,159147.02,180593.89,C508131171,497161.62,475714.75,0,0
714,TRANSFER,19712.81,C414880633,30989.99,11277.18,C964438147,135599.93,155312.74,0,0
67,TRANSFER,35199.38,C952540853,209611.85,174412.47,C803277433,107510.6,142709.98,0,0
308,PAYMENT,850.27,C888058908,13142.46,12292.19,M764613855,0.0,0.0,0,0
344,CASH_IN,63701.1,C182557136,82763.04,146464.14,C258980909,427848.09,364146.99,0,0
87,PAYMENT,1789.05,C952816376,1975.72,186.67,M963857394,0.0,0.0,0,0
690,CASH_OUT,5702.59,C905609815,27216.22,21513.63,C198744641,49916.8,55619.39,0,0
162,PAYMENT,2260.69,C157905390,20531.98,18271.29,M242621453,0.0,0.0,0,0
183,CASH_OUT,10381.46,C292857655,17520.06,7138.6,C623208124,154252.18,164633.64,0,0
697,PAYMENT,1588.57,C371267051,20288.73,18700.16,M328218354,0.0,0.0,0,0
724,CASH_IN,872.37,C630040979,105830.62,106702.99,C422185930,398978.68,398106.31,0,0
341,CASH_OUT,20407.58,C765926290,46595.57,26187.99,C453842723,248825.22,269232.8,0,0
48,CASH_IN,41203.16,C657636273,85876.68,127079.84,C225104500,424035.8,382832.64,0,0
145,PAYMENT,1502.92,C684323505,2818.84,1315.92,M643488587,0.0,0.0,0,0
709,CASH_OUT,9317.19,C531918682,46045.38,36728.19,C685536151,126211.73,135528.92,0,0
309,CASH_IN,21988.49,C289415680,100676.48,122664.97,C888771290,383624.88,361636.39,0,0
246,TRANSFER,25544.52,C166682009,129938.59,104394.07,C971223329,70381.14,95925.66,0,0
244,CASH_OUT,46095.92,C946504375,150196.91,104100.99,C891197917,163146.94,209242.86,0,0
737,PAYMENT,6771.09,C657996334,17396.58,10625.49,M685528587,0.0,0.0,0,0
424,PAYMENT,227.96,C400399159,1657.73,1429.77,M125534250,0.0,0.0,0,0
595,PAYMENT,2247.45,C210014566,4899.58,2652.13,M673389796,0.0,0.0,0,0
358,CASH_OUT,32004.76,C213736600,65302.49,33297.73,C534409583,76641.57,108646.33,0,0
264,PAYMENT,109.88,C710640520,1554.23,1444.35,M281247608,0.0,0.0,0,0
509,PAYMENT,498.64,C364885933,3849.06,3350.42,M528176885,0.0,0.0,0,0
304,PAYMENT,1140.83,C975261758,2921.98,1781.15,M963465476,0.0,0.0,0,0
429,PAYMENT,3135.79,C857927470,25407.64,22271.85,M736218840,0.0,0.0,0,0
80,CASH_IN,83523.02,C745606087,80893.28,164416.3,C426349919,196564.63,113041.61,0,0
156,CASH_OUT,7320.83,C150313892,31530.59,24209.76,C678075607,254115.92,261436.75,0,0
198,PAYMENT,807.36,C427933006,9852.16,9044.8,M630310021,0.0,0.0,0,0
79,PAYMENT,3521.06,C935741384,28896.94,25375.88,M342764279,0.0,0.0,0,0
223,PAYMENT,2547.12,C807226078,14796.35,12249.23,M981297382,0.0,0.0,0,0
336,PAYMENT,2255.26,C374794375,23681.11,21425.85,M418595343,0.0,0.0,0,0
687,PAYMENT,2622.79,C434727407,26737.18,24114.39,M412687198,0.0,0.0,0,0
459,CASH_OUT,74426.35,C621919707,209351.93,134925.58,C363489305,48247.74,122674.09,0,0
481,CASH_IN,23008.75,C202691714,39664.25,62673.0,C370403259,90216.78,67208.03,0,0
52,PAYMENT,5853.55,C513101969,30872.18,25018.63,M973200467,0.0,0.0,0,0
378,PAYMENT,424.52,C659640309,372.26,0.0,M543680622,0.0,0.0,0,0
518,PAYMENT,1326.76,C696577812,11655.19,10328.43,M367139994,0.0,0.0,0,0
136,PAYMENT,424.75,C111420056,451.87,27.12,M976055569,0.0,0.0,0,0
543,CASH_IN,20895.54,C423906095,111176.22,132071.76,C317672339,177556.48,156660.94,0,0
40,CASH_OUT,14528.94,C951036373,31108.93,16579.99,C607315778,103410.88,117939.82,0,0
541,PAYMENT,3087.32,C860067788,23807.18,20719.86,M725180098,0.0,0.0,0,0
156,PAYMENT,593.08,C509217317,1187.1,594.02,M281702271,0.0,0.0,0,0
23,CASH_IN,11184.67,C805091650,111198.69,122383.36,C587050971,107706.39,96521.72,0,0
325,PAYMENT,805.63,C250120235,2533.66,1728.03,M203766567,0.0,0.0,0,0
112,PAYMENT,48.34,C144178148,4080.87,4032.53,M615745776,0.0,0.0,0,0
461,CASH_OUT,4818.94,C490992599,23279.22,18460.28,C286070666,159029.38,163848.32,0,0
71,PAYMENT,4152.95,C123387118,17798.95,13646.0,M382046333,0.0,0.0,0,0
16,CASH_IN,22682.71,C525083528,142146.29,164829.0,C720461063,413863.43,391180.72,0,0
424,CASH_IN,15420.49,C339862031,68429.98,83850.47,C474923965,319202.44,303781.95,0,0
28,TRANSFER,58913.82,C338042160,182941.89,124028.07,C291297872,71270.94,130184.76,0,0
29,CASH_OUT,178807.23,C793892758,202209.9,0.0,C150173366,0.0,0.0,1,0
94,CASH_OUT,8296.78,C852650883,28583.57,20286.79,C538133366,36116.96,44413.74,0,0
98,PAYMENT,729.42,C310862268,3942.96,3213.54,M389236199,0.0,0.0,0,0
737,PAYMENT,5095.32,C825900062,37426.67,32331.35,M949094951,0.0,0.0,0,0
382,PAYMENT,2723.2,C178111296,20558.62,17835.42,M913530624,0.0,0.0,0,0
416,TRANSFER,19640.46,C987134398,123247.47,103607.01,C330061658,102876.75,122517.21,0,0
134,CASH_OUT,4615.05,C989737483,10591.8,5976.75,C900411631,139246.91,143861.96,0,0
283,PAYMENT,2606.25,C520559891,4156.45,1550.2,M697787903,0.0,0.0,0,0
190,TRANSFER,2785.33,C136095196,61402.17,58616.84,C379494988,75504.77,78290.1,0,0
346,CASH_OUT,16644.82,C713965325,30569.98,13925.16,C955051228,150744.84,167389.66,0,0
185,TRANSFER,90757.33,C774464937,164554.51,73797.18,C578555470,113340.89,204098.22,0,0
536,PAYMENT,1609.79,C895148344,15028.49,13418.7,M931299095,0.0,0.0,0,0
493,PAYMENT,494.19,C758718562,9788.85,9294.66,M519022202,0.0,0.0,0,0
648,CASH_IN,45779.57,C311607759,103269.1,149048.67,C332154925,495638.33,449858.76,0,0
506,PAYMENT,788.62,C641270101,5376.84,4588.22,M457764051,0.0,0.0,0,0
469,TRANSFER,23461.44,C223086324,74024.1,50562.66,C602919551,77183.38,100644.82,0,0
201,PAYMENT,1534.74,C770708452,1821.13,286.39,M178946104,0.0,0.0,0,0
293,CASH_IN,8684.89,C356259880,133979.7,142664.59,C971862842,344197.56,335512.67,0,0
529,PAYMENT,727.29,C567549973,6187.68,5460.39,M810303254,0.0,0.0,0,0
483,CASH_IN,5371.05,C816691647,159101.42,164472.47,C749432967,17654.27,12283.22,0,0
103,PAYMENT,124.61,C496736505,4990.41,4865.8,M401417959,0.0,0.0,0,0
225,DEBIT,673.83,C153431110,3652.14,2978.31,C150832439,45122.65,45796.48,0,0
727,TRANSFER,109654.37,C105999612,513232.86,403578.49,C817254623,167501.74,277156.11,0,0
370,PAYMENT,1798.15,C363209715,11571.42,9773.27,M858854491,0.0,0.0,0,0
255,CASH_OUT,45010.16,C728714663,88236.99,43226.83,C442625782,206340.14,251350.3,0,0
64,TRANSFER,5170.52,C139792730,26956.78,21786.26,C840625904,9416.64,14587.16,0,0
287,CASH_IN,13839.78,C899494698,23868.19,37707.97,C446778313,433474.29,419634.51,0,0
152,CASH_OUT,3716.63,C935912406,29478.87,25762.24,C566957105,197177.18,200893.81,0,0
397,PAYMENT,938.14,C180486320,12046.89,11108.75,M249600228,0.0,0.0,0,0
583,PAYMENT,5741.0,C561105644,49363.74,43622.74,M549683619,0.0,0.0,0,0
242,CASH_OUT,25934.35,C371852753,65915.14,39980.79,C679438882,162015.62,187949.97,0,0
193,CASH_OUT,38577.7,C702952937,102673.12,64095.42,C718240449,106797.12,145374.82,0,0
630,CASH_OUT,46292.23,C962563768,125698.08,79405.85,C122132072,147648.18,193940.41,0,0
82,PAYMENT,617.16,C530264788,5654.39,5037.23,M182645047,0.0,0.0,0,0
299,CASH_OUT,21625.23,C803475087,53959.84,32334.61,C934723966,249972.08,271597.31,0,0
156,PAYMENT,2393.32,C410108406,24693.55,22300.23,M816973080,0.0,0.0,0,0
328,CASH_IN,49543.43,C890609472,164584.89,214128.32,C694635303,379199.75,329656.32,0,0
699,CASH_OUT,175.49,C897085040,19386.12,19210.63,C190772780,61803.57,61979.06,0,0
292,CASH_IN,48279.4,C129962157,34306.01,82585.41,C962274434,440795.83,392516.43,0,0
555,PAYMENT,2325.34,C417046750,19846.72,17521.38,M914577061,0.0,0.0,0,0
254,PAYMENT,2252.08,C576963669,7609.84,5357.76,M556131728,0.0,0.0,0,0
579,CASH_IN,30940.08,C325837623,148987.19,179927.27,C141139478,44487.06,13546.98,0,0
268,CASH_IN,39297.12,C723450507,171835.97,211133.09,C368097267,366714.81,327417.69,0,0
227,PAYMENT,11323.64,C291634472,110907.38,99583.74,M270014131,0.0,0.0,0,0
71,PAYMENT,486.36,C553208131,9470.34,8983.98,M528401868,0.0,0.0,0,0
40,TRANSFER,20260.65,C134136970,79861.74,59601.09,C595699189,114422.24,134682.89,0,0
158,CASH_OUT,35101.89,C727721616,46684.53,11582.64,C890829450,127801.46,162903.35,0,0
657,CASH_OUT,21794.84,C153077712,40809.48,19014.64,C744929648,140785.42,162580.26,0,0
671,PAYMENT,1940.8,C335497203,9392.74,7451.94,M539584338,0.0,0.0,0,0
508,PAYMENT,22.91,C463260524,4745.66,4722.75,M121751739,0.0,0.0,0,0
502,PAYMENT,1565.26,C271960612,1263.99,0.0,M693506495,0.0,0.0,0,0
256,CASH_IN,44530.49,C839734701,44218.35,88748.84,C430664892,87542.68,43012.19,0,0
668,CASH_OUT,355.18,C132176166,7263.42,6908.24,C792506286,263058.75,263413.93,0,0
426,CASH_IN,24152.36,C692103471,177667.88,201820.24,C926092285,495831.55,471679.19,0,0
110,PAYMENT,1583.63,C356144513,4609.16,3025.53,M684511231,0.0,0.0,0,0
178,CASH_IN,30582.71,C225854097,41941.03,72523.74,C412953988,396022.79,365440.08,0,0
641,CASH_IN,26477.87,C674929067,117544.09,144021.96,C825239000,267906.5,241428.63,0,0
379,CASH_OUT,49393.31,C552629612,75352.08,25958.77,C240440906,247215.99,296609.3,0,0
298,CASH_IN,23196.95,C750554833,190889.47,214086.42,C227483131,390556.58,367359.63,0,0
241,CASH_OUT,22784.68,C697261745,43213.07,20428.39,C221538617,283449.0,306233.68,0,0
337,CASH_OUT,2124.0,C318321825,21697.45,19573.45,C621975903,190965.72,193089.72,0,0
730,TRANSFER,66122.62,C986818064,249889.56,183766.94,C960732698,28117.69,94240.31,0,0
277,CASH_IN,24667.03,C357069716,133496.09,158163.12,C932962002,475567.49,450900.46,0,0
500,CASH_OUT,82951.24,C221073668,135167.0,52215.76,C324686830,187455.64,270406.88,0,0
178,CASH_IN,84810.34,C633211908,139725.45,224535.79,C134538917,391930.59,307120.25,0,0
613,CASH_IN,24102.02,C984759342,163961.48,188063.5,C229547753,303690.4,279588.38,0,0
664,PAYMENT,1750.19,C544086354,21546.5,19796.31,M562913109,0.0,0.0,0,0
344,TRANSFER,8481.94,C431019526,49799.2,41317.26,C313533200,99240.46,107722.4,0,0
283,TRANSFER,52898.81,C724316387,240327.71,187428.9,C867103706,191159.88,244058.69,0,0
208,CASH_OUT,36721.38,C483219434,78304.69,41583.31,C879776453,279907.67,316629.05,0,0
227,CASH_OUT,60522.26,C293235403,78799.66,18277.4,C742180696,162596.19,223118.45,0,0
268,CASH_OUT,29146.54,C424294358,82301.53,53154.99,C286081575,103519.17,132665.71,0,0
724,TRANSFER,1375.69,C405984812,45665.9,44290.21,C272210973,53642.71,55018.4,0,0
89,PAYMENT,2523.28,C102120260,15218.7,12695.42,M926332661,0.0,0.0,0,0
473,CASH_OUT,196425.96,C185288160,1464490.27,1268064.31,C516105256,0.0,196425.96,1,0
272,CASH_IN,95600.28,C916003023,4367.54,99967.82,C970592591,322919.57,227319.29,0,0
293,DEBIT,1471.27,C489537134,14292.09,12820.82,C755422195,30947.39,32418.66,0,0
498,CASH_IN,1469.25,C329138639,107119.91,108589.16,C463885372,69517.86,68048.61,0,0
695,PAYMENT,1292.14,C758137641,10627.38,9335.24,M894919065,0.0,0.0,0,0
422,CASH_OUT,29985.51,C216949424,59884.44,29898.93,C571797464,49380.37,79365.88,0,0
378,CASH_OUT,25092.37,C545570209,28348.23,3255.86,C645308455,229263.87,254356.24,0,0
100,PAYMENT,441.27,C974655722,4721.53,4280.26,M728077750,0.0,0.0,0,0
159,CASH_IN,26286.55,C307563449,18366.29,44652.84,C227431854,135229.1,108942.55,0,0
169,CASH_IN,5043.92,C444792112,115259.43,120303.35,C559873581,330038.79,324994.87,0,0
587,PAYMENT,3995.35,C973418588,25526.02,21530.67,M263157055,0.0,0.0,0,0
671,PAYMENT,3395.98,C492762842,3738.71,342.73,M487959860,0.0,0.0,0,0
664,PAYMENT,1664.94,C222984771,9707.63,8042.69,M297942234,0.0,0.0,0,0
603,CASH_IN,4886.12,C157022110,88891.41,93777.53,C570115487,90124.8,85238.68,0,0
565,CASH_OUT,61433.62,C494748908,69031.28,7597.66,C229644859,92718.68,154152.3,0,0
399,PAYMENT,72.38,C134033558,5653.13,5580.75,M118091056,0.0,0.0,0,0
116,CASH_OUT,28347.74,C586175909,32960.58,4612.84,C328779485,249027.81,277375.55,0,0
360,PAYMENT,3706.12,C843234130,14908.31,11202.19,M220929073,0.0,0.0,0,0
117,CASH_OUT,6904.8,C478398577,31959.14,25054.34,C172254043,76729.4,83634.2,0,0
128,CASH_OUT,25268.88,C125030998,54066.14,28797.26,C591793801,111971.24,137240.12,0,0
130,PAYMENT,5032.0,C637569188,47623.12,42591.12,M721445153,0.0,0.0,0,0
284,CASH_OUT,11418.89,C817504528,37682.82,26263.93,C252515121,120399.24,131818.13,0,0
468,CASH_OUT,39700.24,C810554602,81880.17,42179.93,C173395030,277727.19,317427.43,0,0
512,PAYMENT,1673.76,C185702342,8914.03,7240.27,M817628432,0.0,0.0,0,0
