step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
374,PAYMENT,1003.98,C886365312,7552.86,6548.88,M416872439,0.0,0.0,0,0
206,CASH_OUT,22805.13,C241905500,86762.17,63957.04,C492836532,84521.32,107326.45,0,0
303,CASH_IN,3720.78,C901611993,240760.43,244481.21,C963538119,74674.72,70953.94,0,0
232,CASH_OUT,102683.66,C826197069,203896.96,101213.3,C526717340,0.0,102683.66,0,0
271,PAYMENT,2808.18,C676140134,26754.45,23946.27,M495765839,0.0,0.0,0,0
599,CASH_IN,3490.32,C509123009,59221.65,62711.97,C498866784,17387.2,13896.88,0,0
575,CASH_IN,31344.11,C452194058,159215.58,190559.69,C337691219,234812.43,203468.32,0,0
718,TRANSFER,2236033.14,C424474225,2367803.37,131770.23,C797115550,0.0,2236033.14,1,1
241,PAYMENT,1174.11,C677186272,18170.58,16996.47,M587096273,0.0,0.0,0,0
714,TRANSFER,58856.73,C680027275,232051.7,173194.97,C897005281,155834.79,214691.52,0,0
287,CASH_OUT,17676.34,C135128844,72588.42,54912.08,C333291547,38812.84,56489.18,0,0
558,TRANSFER,15026.01,C792377512,77168.82,62142.81,C527499187,27459.99,42486.0,0,0
218,CASH_OUT,1657.07,C789024924,25529.85,23872.78,C122932394,0.0,1657.07,0,0
71,CASH_OUT,26584.45,C991010113,46729.78,20145.33,C322433532,0.0,26584.45,0,0
284,DEBIT,1756.33,C255357534,5599.68,3843.35,C680051935,33730.77,35487.1,0,0
27,PAYMENT,3898.02,C241522640,31770.72,27872.7,M948239575,0.0,0.0,0,0
17,PAYMENT,3399.26,C287095435,25378.81,21979.55,M236105947,0.0,0.0,0,0
66,TRANSFER,32899.1,C611365210,154751.12,121852.02,C488736388,15624.43,48523.53,0,0
675,PAYMENT,8327.41,C659903980,12639.06,4311.65,M790781796,0.0,0.0,0,0
491,TRANSFER,30824.23,C531233244,43552.25,12728.02,C215923129,0.0,30824.23,0,0
623,PAYMENT,2462.53,C259272239,21041.4,18578.87,M395296179,0.0,0.0,0,0
730,TRANSFER,34529.36,C449165212,50888.9,16359.54,C741444618,176935.96,211465.32,0,0
671,CASH_IN,38329.1,C798916441,54540.74,92869.84,C691991695,228519.68,190190.58,0,0
234,PAYMENT,1286.78,C544328940,15192.62,13905.84,M586940738,0.0,0.0,0,0
321,PAYMENT,1187.21,C558234365,3742.56,2555.35,M373685835,0.0,0.0,0,0
486,PAYMENT,259.67,C172083844,971.4,711.73,M191659287,0.0,0.0,0,0
382,PAYMENT,2222.53,C971630639,18565.15,16342.62,M164404084,0.0,0.0,0,0
338,PAYMENT,5185.91,C819421270,63517.26,58331.35,M479673044,0.0,0.0,0,0
434,PAYMENT,2308.29,C874233009,12695.92,10387.63,M408839723,0.0,0.0,0,0
592,PAYMENT,1660.36,C644830077,21320.61,19660.25,M805165232,0.0,0.0,0,0
359,TRANSFER,15193.29,C697285504,58258.04,43064.75,C918841563,193020.97,208214.26,0,0
637,CASH_OUT,898.14,C758819288,19349.79,18451.65,C697794767,0.0,898.14,0,0
280,CASH_OUT,13070.76,C854517058,20616.8,7546.04,C464883950,0.0,13070.76,0,0
146,CASH_OUT,2987.32,C895609471,13320.74,10333.42,C132917811,0.0,2987.32,0,0
379,CASH_OUT,85214.42,C434618074,291064.99,205850.57,C934120892,0.0,85214.42,0,0
691,PAYMENT,1394.18,C187597497,13630.1,12235.92,M810751262,0.0,0.0,0,0
425,PAYMENT,317.08,C393310667,3929.98,3612.9,M650127661,0.0,0.0,0,0
291,CASH_OUT,22555.62,C828230915,39400.81,16845.19,C622517939,0.0,22555.62,0,0
8,PAYMENT,3660.55,C319497661,38078.44,34417.89,M326810757,0.0,0.0,0,0
297,PAYMENT,3451.05,C452318696,10430.23,6979.18,M634063428,0.0,0.0,0,0
390,CASH_OUT,24642.51,C671855941,53544.77,28902.26,C637152602,0.0,24642.51,0,0
447,TRANSFER,89658.46,C120123575,304385.77,214727.31,C183604337,107335.02,196993.48,0,0
118,PAYMENT,486.47,C534900128,10290.29,9803.82,M448717183,0.0,0.0,0,0
472,CASH_OUT,2867.73,C993381017,9478.47,6610.74,C488536370,0.0,2867.73,0,0
406,CASH_OUT,12252.04,C433154770,38097.86,25845.82,C337911187,0.0,12252.04,0,0
358,CASH_OUT,31206.58,C476990466,41283.11,10076.53,C979339361,0.0,31206.58,0,0
617,CASH_OUT,2450.31,C264142683,18855.96,16405.65,C803847447,144546.39,146996.7,0,0
698,CASH_OUT,11811.75,C706118438,27469.91,15658.16,C770575153,137531.22,149342.97,0,0
453,PAYMENT,2252.67,C777944609,12441.32,10188.65,M394928601,0.0,0.0,0,0
76,TRANSFER,3135.76,C433297890,37236.07,34100.31,C140380477,0.0,3135.76,0,0
93,TRANSFER,28454.92,C760360225,132103.81,103648.89,C512834919,115184.76,143639.68,0,0
586,PAYMENT,1628.89,C799905142,4809.66,3180.77,M749620068,0.0,0.0,0,0
64,PAYMENT,1066.84,C583745511,12960.13,11893.29,M999126903,0.0,0.0,0,0
517,PAYMENT,3089.27,C793773681,41714.29,38625.02,M366012797,0.0,0.0,0,0
537,CASH_OUT,14097.18,C661296425,36678.81,22581.63,C490732457,0.0,14097.18,0,0
647,PAYMENT,263.19,C795038832,5602.13,5338.94,M454002758,0.0,0.0,0,0
291,CASH_OUT,100170.74,C370578414,140835.73,40664.99,C804980312,0.0,100170.74,0,0
359,CASH_IN,32603.28,C433108786,33108.96,65712.24,C849987147,355872.84,323269.56,0,0
87,TRANSFER,71086.7,C432411019,273955.22,202868.52,C790945624,185999.79,257086.49,0,0
702,PAYMENT,1391.54,C665210546,8561.55,7170.01,M819896690,0.0,0.0,0,0
372,PAYMENT,1060.36,C431642423,13777.96,12717.6,M329987621,0.0,0.0,0,0
197,DEBIT,506.83,C343248743,14885.18,14378.35,C266371119,6854.76,7361.59,0,0
553,CASH_OUT,1254.35,C996703082,18983.55,17729.2,C665359037,48004.22,49258.57,0,0
158,PAYMENT,3701.15,C274211616,40543.33,36842.18,M843937341,0.0,0.0,0,0
170,TRANSFER,20886.24,C874364348,78276.55,57390.31,C541156077,189335.84,210222.08,0,0
460,TRANSFER,152132.04,C351258749,258762.35,106630.31,C432288618,171185.17,323317.21,0,0
585,TRANSFER,68253.66,C573087862,112017.86,43764.2,C402550088,53925.94,122179.6,0,0
620,CASH_IN,30797.95,C248604290,218655.12,249453.07,C156027635,279497.67,248699.72,0,0
106,CASH_IN,10116.83,C863860982,191016.09,201132.92,C233871736,140031.69,129914.86,0,0
526,CASH_IN,87843.61,C258214411,56287.46,144131.07,C198476695,228308.36,140464.75,0,0
358,TRANSFER,31872.63,C128636900,80960.69,49088.06,C525689202,11905.95,43778.58,0,0
102,CASH_OUT,4836.45,C867407868,4836.45,0.0,C949738493,276044.89,280881.34,0,0
713,PAYMENT,1598.0,C992398092,15368.4,13770.4,M857563699,0.0,0.0,0,0
82,PAYMENT,419.88,C120405269,9458.59,9038.71,M996534803,0.0,0.0,0,0
624,TRANSFER,15791.9,C666690337,49192.4,33400.5,C933409017,0.0,15791.9,0,0
638,PAYMENT,5903.56,C590822013,47162.85,41259.29,M998386592,0.0,0.0,0,0
17,TRANSFER,57550.11,C778556450,132772.95,75222.84,C359779090,0.0,57550.11,0,0
585,PAYMENT,238.76,C547286055,7670.62,7431.86,M817490291,0.0,0.0,0,0
70,TRANSFER,200788.75,C664852025,508725.4,307936.65,C944403809,160739.34,361528.09,0,0
383,CASH_OUT,46708.75,C372354893,146954.47,100245.72,C483426624,192194.52,238903.27,0,0
137,TRANSFER,14289.6,C147605080,64900.4,50610.8,C478278218,11615.57,25905.17,1,0
713,CASH_OUT,4445.66,C613818935,33805.13,29359.47,C971339002,0.0,4445.66,0,0
45,PAYMENT,963.02,C949447049,5665.22,4702.2,M144996163,0.0,0.0,0,0
408,TRANSFER,2178.87,C975535611,33708.53,31529.66,C371993587,16711.99,18890.86,0,0
672,PAYMENT,1162.24,C456401418,16955.75,15793.51,M958287383,0.0,0.0,0,0
451,PAYMENT,1728.96,C515156661,13505.0,11776.04,M300593456,0.0,0.0,0,0
532,CASH_OUT,16675.46,C386389162,78061.72,61386.26,C880697625,62332.38,79007.84,0,0
329,PAYMENT,891.16,C210163669,7393.19,6502.03,M809656613,0.0,0.0,0,0
735,PAYMENT,1097.91,C557538651,1610.93,513.02,M576642996,0.0,0.0,0,0
362,DEBIT,6146.07,C760191749,37476.15,31330.08,C394801573,4753.19,10899.26,0,0
688,TRANSFER,73171.98,C784523874,115070.19,41898.21,C650921917,153855.36,227027.34,0,0
449,PAYMENT,3783.51,C137365109,20381.73,16598.22,M353398109,0.0,0.0,0,0
393,PAYMENT,2856.27,C709074302,37382.21,34525.94,M264752975,0.0,0.0,0,0
381,CASH_OUT,4544.39,C576676179,14403.82,9859.43,C716243819,0.0,4544.39,0,0
27,PAYMENT,1238.42,C889924866,11589.67,10351.25,M655924752,0.0,0.0,0,0
269,PAYMENT,618.81,C932111777,7795.15,7176.34,M579182105,0.0,0.0,0,0
711,PAYMENT,4805.35,C627422192,30433.39,25628.04,M245737277,0.0,0.0,0,0
731,DEBIT,6897.89,C577934499,42909.96,36012.07,C970281936,17340.21,24238.1,0,0
356,PAYMENT,872.5,C861863296,5128.96,4256.46,M682152066,0.0,0.0,0,0
162,CASH_OUT,30558.48,C864299201,79600.6,49042.12,C851854702,0.0,30558.48,0,0
143,CASH_OUT,13530.67,C354193540,38689.57,25158.9,C128222260,0.0,13530.67,0,0
627,PAYMENT,19544.33,C192573170,176587.86,157043.53,M527521016,0.0,0.0,0,0
539,CASH_OUT,25762.96,C541087900,52522.44,26759.48,C984053945,31507.86,57270.82,0,0
697,PAYMENT,3803.31,C655511084,33494.97,29691.66,M990189659,0.0,0.0,0,0
187,CASH_IN,21016.74,C924399252,217184.7,238201.44,C564520346,416538.45,395521.71,0,0
531,PAYMENT,988.96,C264299106,12194.64,11205.68,M273910700,0.0,0.0,0,0
355,CASH_IN,8704.68,C657162259,159129.22,167833.9,C184675178,277666.5,268961.82,0,0
129,PAYMENT,260.21,C771112648,5281.17,5020.96,M672817675,0.0,0.0,0,0
607,PAYMENT,2463.6,C723464439,31369.18,28905.58,M807309035,0.0,0.0,0,0
346,PAYMENT,226.78,C705180256,7333.41,7106.63,M130465806,0.0,0.0,0,0
591,CASH_OUT,25568.58,C384172112,28110.22,2541.64,C923515952,267809.1,293377.68,0,0
658,TRANSFER,8819.54,C424371087,130736.37,121916.83,C618558050,17215.34,26034.88,1,0
162,TRANSFER,10768.33,C572022811,55829.2,45060.87,C598690974,184878.94,195647.27,0,0
354,PAYMENT,1823.91,C528118701,4159.15,2335.24,M497864507,0.0,0.0,0,0
248,PAYMENT,727.28,C600871106,1854.47,1127.19,M582750043,0.0,0.0,0,0
298,CASH_IN,8611.35,C512477736,216461.57,225072.92,C548968760,84051.33,75439.98,0,0
336,CASH_OUT,43306.22,C720286733,109327.68,66021.46,C303832812,154640.32,197946.54,0,0
510,PAYMENT,1775.24,C124885365,25473.95,23698.71,M522240582,0.0,0.0,0,0
221,TRANSFER,15367.53,C726360971,67051.34,51683.81,C154267347,75008.35,90375.88,0,0
9,TRANSFER,59006.58,C215424112,145471.85,86465.27,C383975609,144719.0,203725.58,0,0
200,TRANSFER,22474.79,C489256938,103272.83,80798.04,C178954113,157694.19,180168.98,0,0
626,PAYMENT,1266.79,C227572362,16265.96,14999.17,M203810954,0.0,0.0,0,0
348,CASH_IN,4723.92,C698967370,151013.27,155737.19,C910637681,203686.61,198962.69,0,0
42,PAYMENT,1027.57,C148644109,8643.0,7615.43,M866213410,0.0,0.0,0,0
468,CASH_OUT,4617.05,C259923818,14664.32,10047.27,C653520069,123956.83,128573.88,0,0
608,TRANSFER,34700.6,C461178244,144733.35,110032.75,C647301347,95247.66,129948.26,0,0
690,DEBIT,2231.22,C217687031,23734.12,21502.9,C726745401,43860.76,46091.98,0,0
645,TRANSFER,154102.65,C128612164,444985.42,290882.77,C385111130,181743.03,335845.68,0,0
598,PAYMENT,3208.0,C615877957,34270.72,31062.72,M775410705,0.0,0.0,0,0
390,CASH_IN,1012.39,C258672959,237103.09,238115.48,C360056579,59398.28,58385.89,0,0
20,PAYMENT,1346.66,C573561557,5172.0,3825.34,M262598077,0.0,0.0,0,0
514,CASH_OUT,61964.02,C932120169,72857.64,10893.62,C606382505,0.0,61964.02,0,0
575,DEBIT,4497.67,C449019278,14848.58,10350.91,C613646933,10312.76,14810.43,0,0
546,TRANSFER,67026.42,C467570835,229292.36,162265.94,C825708356,154468.76,221495.18,0,0
197,PAYMENT,651.8,C364697908,12488.4,11836.6,M420511037,0.0,0.0,0,0
305,PAYMENT,2944.89,C928042067,20929.6,17984.71,M322562836,0.0,0.0,0,0
492,TRANSFER,58051.74,C474524558,171598.85,113547.11,C954059995,224461.31,282513.05,0,0
405,PAYMENT,4096.97,C978726109,18057.57,13960.6,M930071496,0.0,0.0,0,0
295,PAYMENT,2682.58,C866803374,28336.46,25653.88,M574997731,0.0,0.0,0,0
220,CASH_IN,81152.6,C316968866,174346.65,255499.25,C391126537,72950.11,0.0,0,0
631,TRANSFER,2844.47,C895525625,12034.67,9190.2,C360337343,29548.5,32392.97,0,0
339,TRANSFER,66785.55,C870257350,66785.55,0.0,C831424323,232629.42,299414.97,0,0
417,CASH_IN,19520.95,C801038300,50664.54,70185.49,C610778600,482137.45,462616.5,0,0
329,CASH_OUT,2911.55,C406462391,17509.9,14598.35,C925412179,0.0,2911.55,0,0
180,CASH_IN,81557.86,C548700579,10048.62,91606.48,C288751681,418920.58,337362.72,0,0
508,DEBIT,56127.96,C300050585,711255.08,655127.12,C904236062,0.0,0.0,1,0
582,PAYMENT,852.15,C747233283,15067.26,14215.11,M459748735,0.0,0.0,0,0
557,TRANSFER,86189.45,C662982736,126343.79,40154.34,C244096091,44811.09,131000.54,0,0
470,PAYMENT,50.46,C796091085,1916.45,1865.99,M299929730,0.0,0.0,0,0
303,CASH_OUT,5889.16,C709650444,37037.09,31147.93,C307405357,249827.05,255716.21,0,0
89,CASH_OUT,120101.36,C530391423,419802.62,299701.26,C298407302,11980.73,132082.09,0,0
242,CASH_OUT,10883.76,C579678614,11423.63,539.87,C453932473,0.0,10883.76,0,0
64,PAYMENT,450.04,C817029885,7248.52,6798.48,M429430802,0.0,0.0,0,0
721,PAYMENT,2560.19,C926610534,33723.24,31163.05,M226074193,0.0,0.0,0,0
377,PAYMENT,1641.09,C759949050,11950.37,10309.28,M243418388,0.0,0.0,0,0
621,TRANSFER,110278.19,C501176618,410107.69,299829.5,C689736058,191655.61,301933.8,0,0
697,TRANSFER,4343.75,C910395417,8105.06,3761.31,C945432844,143221.34,147565.09,0,0
64,TRANSFER,10662.94,C989889367,63786.68,53123.74,C642762599,113250.94,123913.88,0,0
697,CASH_OUT,2960.38,C320548167,25119.31,22158.93,C624875038,141495.37,144455.75,0,0
468,PAYMENT,2807.71,C705495031,13477.82,10670.11,M596474925,0.0,0.0,0,0
23,PAYMENT,3439.13,C525146690,27918.4,24479.27,M103237836,0.0,0.0,0,0
47,PAYMENT,1962.65,C554941605,3195.92,1233.27,M168461684,0.0,0.0,0,0
71,PAYMENT,511.07,C606882594,1861.19,1350.12,M539017530,0.0,0.0,0,0
657,CASH_OUT,14174.24,C883068639,39039.17,24864.93,C551360199,275963.37,290137.61,0,0
385,CASH_OUT,62376.33,C186167773,213735.86,151359.53,C810594320,44403.62,106779.95,0,0
542,CASH_OUT,54121.88,C236737888,206086.08,151964.2,C339111798,144271.13,198393.01,0,0
545,CASH_IN,18570.34,C507245006,39625.22,58195.56,C365764028,98297.82,79727.48,0,0
743,PAYMENT,2713.48,C921938559,23933.52,21220.04,M969170578,0.0,0.0,0,0
17,PAYMENT,2268.16,C358413465,15387.85,13119.69,M208337018,0.0,0.0,0,0
689,CASH_IN,40524.71,C855147872,101164.07,141688.78,C362781292,120997.94,80473.23,0,0
223,CASH_IN,4579.42,C910015485,248377.38,252956.8,C160606325,120909.95,116330.53,0,0
590,TRANSFER,50736.41,C442420233,81186.57,30450.16,C929506584,166752.04,217488.45,0,0
227,PAYMENT,2048.87,C544056890,18174.62,16125.75,M165452764,0.0,0.0,0,0
180,CASH_OUT,20632.81,C772155012,88033.47,67400.66,C696840109,204689.33,225322.14,0,0
714,TRANSFER,21755.42,C547025173,102996.72,81241.3,C422002819,78680.42,100435.84,0,0
725,CASH_OUT,24892.54,C254996504,70718.98,45826.44,C161873231,0.0,24892.54,0,0
262,PAYMENT,6399.87,C318331154,70076.85,63676.98,M184901228,0.0,0.0,0,0
95,CASH_OUT,1687.36,C675134276,16338.75,14651.39,C304528085,0.0,1687.36,0,0
193,CASH_OUT,33492.04,C963987020,55160.13,21668.09,C877716824,273039.52,306531.56,0,0
16,CASH_IN,3793.65,C327426863,249893.43,253687.08,C896152940,242065.83,238272.18,0,0
249,CASH_OUT,15256.84,C846923032,33956.21,18699.37,C319594317,92087.17,107344.01,0,0
547,TRANSFER,20557.94,C796559239,94560.57,74002.63,C380849661,181991.33,202549.27,0,0
328,TRANSFER,2120820.19,C318106480,2165648.71,44828.52,C498041381,486.6,2121306.79,1,1
303,PAYMENT,1209.44,C263650505,16422.87,15213.43,M346980616,0.0,0.0,0,0
512,CASH_OUT,12454.95,C691247918,37441.75,24986.8,C835348453,219831.8,232286.75,0,0
472,CASH_OUT,5663.36,C280639501,22343.46,16680.1,C478146284,0.0,5663.36,0,0
537,CASH_IN,87165.44,C136317983,167385.67,254551.11,C179811669,383347.73,296182.29,0,0
423,CASH_IN,2161.64,C247630403,38606.38,40768.02,C348499712,113266.24,111104.6,0,0
467,PAYMENT,2762.19,C500721199,24365.32,21603.13,M784755860,0.0,0.0,0,0
495,TRANSFER,34688.35,C807901168,132472.82,97784.47,C107099962,0.0,34688.35,0,0
549,PAYMENT,3007.15,C407829477,19060.33,16053.18,M973120912,0.0,0.0,0,0
184,CASH_IN,4886.68,C214908010,48791.08,53677.76,C663054538,265595.71,260709.03,0,0
363,CASH_OUT,14106.73,C387037751,45332.61,31225.88,C184846271,0.0,14106.73,0,0
308,CASH_IN,31866.59,C834484102,214696.57,246563.16,C186561759,380995.0,349128.41,0,0
96,TRANSFER,29582.3,C535164258,42114.65,12532.35,C693458652,212105.8,241688.1,0,0
661,PAYMENT,5644.52,C942217648,67218.92,61574.4,M202393989,0.0,0.0,0,0
236,CASH_IN,65608.55,C327007332,119399.57,185008.12,C843338269,28048.18,0.0,0,0
77,CASH_IN,24919.69,C834899763,9192.54,34112.23,C683074772,464739.35,439819.66,0,0
323,CASH_IN,4721.26,C116812751,205351.99,210073.25,C730325223,411346.68,406625.42,0,0
79,PAYMENT,2105.79,C421346113,25965.81,23860.02,M358205053,0.0,0.0,0,0
694,PAYMENT,3380.24,C680424495,36583.9,33203.66,M911329267,0.0,0.0,0,0
706,PAYMENT,9170.43,C877564713,13119.92,3949.49,M900427880,0.0,0.0,0,0
448,TRANSFER,7864.61,C349262723,287134.64,279270.03,C181623972,19338.87,27203.48,1,0
31,PAYMENT,1701.32,C780884334,9920.02,8218.7,M583774585,0.0,0.0,0,0
385,PAYMENT,2716.97,C563693201,5209.72,2492.75,M729078621,0.0,0.0,0,0
634,CASH_OUT,2390.45,C417161302,12261.38,9870.93,C865694462,0.0,2390.45,0,0
399,TRANSFER,734.39,C440030663,9475.35,8740.96,C198269319,37464.22,38198.61,0,0
192,TRANSFER,32825.46,C562760731,105492.91,72667.45,C695647539,0.0,32825.46,0,0
612,CASH_OUT,472.52,C742144634,16976.33,16503.81,C513646070,0.0,472.52,0,0
586,PAYMENT,479.32,C659531734,3171.71,2692.39,M508807900,0.0,0.0,0,0
275,PAYMENT,1440.89,C629487801,10053.96,8613.07,M279537578,0.0,0.0,0,0
496,PAYMENT,7230.95,C940381893,67772.48,60541.53,M370260533,0.0,0.0,0,0
508,CASH_OUT,3494.13,C737594763,30758.88,27264.75,C591625191,106342.99,109837.12,0,0
338,PAYMENT,4351.59,C572685761,38466.57,34114.98,M975610118,0.0,0.0,0,0
609,PAYMENT,7371.85,C246162540,23484.98,16113.13,M747693166,0.0,0.0,0,0
322,CASH_IN,10385.96,C290736564,174044.48,184430.44,C442671456,248048.62,237662.66,0,0
590,PAYMENT,837.3,C939638591,11968.84,11131.54,M503786306,0.0,0.0,0,0
374,CASH_IN,26961.34,C222286118,136861.64,163822.98,C314533665,342447.75,315486.41,0,0
564,CASH_IN,85977.92,C128900946,53202.45,139180.37,C595663087,399854.33,313876.41,0,0
710,CASH_OUT,47649.04,C174258554,67012.0,19362.96,C954330018,97821.47,145470.51,0,0
675,CASH_OUT,14295.82,C265510032,47624.38,33328.56,C947264726,178850.77,193146.59,0,0
557,CASH_OUT,36383.06,C139476288,102271.93,65888.87,C486041850,0.0,36383.06,0,0
255,CASH_OUT,31338.6,C806094391,128073.02,96734.42,C278604592,206466.85,237805.45,0,0
340,TRANSFER,5171.61,C954946593,30797.17,25625.56,C111325589,173477.78,178649.39,0,0
227,TRANSFER,67096.03,C578651079,151277.89,84181.86,C597210335,11017.85,78113.88,0,0
108,TRANSFER,6051.95,C417217932,21487.74,15435.79,C192185888,116556.5,122608.45,0,0
212,TRANSFER,5122.53,C659542785,8647.91,3525.38,C611275626,15947.35,21069.88,0,0
728,PAYMENT,2625.1,C223571865,25394.43,22769.33,M468377143,0.0,0.0,0,0
169,PAYMENT,2021.9,C895094534,10767.82,8745.92,M287317728,0.0,0.0,0,0
437,PAYMENT,2499.01,C596126873,8147.91,5648.9,M534916368,0.0,0.0,0,0
674,TRANSFER,43348.77,C564000836,108229.82,64881.05,C891764728,177660.23,221009.0,0,0
211,CASH_OUT,47790.24,C398870482,159301.31,111511.07,C968366997,165697.81,213488.05,0,0
334,TRANSFER,50485.57,C311606895,110821.17,60335.6,C381699808,100216.62,150702.19,0,0
402,PAYMENT,4684.19,C730291513,39222.82,34538.63,M477940931,0.0,0.0,0,0
690,CASH_OUT,26860.27,C858049231,54154.62,27294.35,C759797724,0.0,26860.27,0,0
188,CASH_OUT,14853.41,C500834337,47694.11,32840.7,C648494024,132681.25,147534.66,0,0
651,CASH_OUT,80177.12,C677006598,116961.42,36784.3,C792842747,0.0,80177.12,0,0
323,CASH_OUT,91098.01,C584258607,139440.12,48342.11,C485515372,121343.81,212441.82,0,0
419,TRANSFER,82935.75,C835187452,99577.57,16641.82,C862509565,0.0,82935.75,0,0
226,PAYMENT,1943.36,C413629152,6056.91,4113.55,M341423782,0.0,0.0,0,0
469,CASH_OUT,20614.53,C707362554,61584.39,40969.86,C922399856,87687.78,108302.31,0,0
556,CASH_OUT,38179.91,C983271755,152449.3,114269.39,C916048218,0.0,38179.91,0,0
305,TRANSFER,89687.71,C134607126,132709.51,43021.8,C474281674,203912.78,293600.49,0,0
215,CASH_OUT,13052.62,C970485411,46356.32,33303.7,C839951555,0.0,13052.62,0,0
212,PAYMENT,2125.36,C973521043,17032.12,14906.76,M163734988,0.0,0.0,0,0
612,PAYMENT,880.52,C678498324,9216.31,8335.79,M855971970,0.0,0.0,0,0
527,CASH_OUT,98820.82,C829392084,344179.89,245359.07,C245587477,0.0,98820.82,0,0
719,PAYMENT,986.88,C242475723,4763.51,3776.63,M863854401,0.0,0.0,0,0
693,TRANSFER,45534.44,C521659217,62325.29,16790.85,C720005941,199676.66,245211.1,0,0
96,TRANSFER,53891.25,C532557724,150195.56,96304.31,C398742558,147579.11,201470.36,0,0
96,DEBIT,6571.43,C884832186,21360.91,14789.48,C781654847,5039.87,11611.3,0,0
548,PAYMENT,4370.25,C527044165,30184.49,25814.24,M561325766,0.0,0.0,0,0
331,PAYMENT,2171.48,C989427187,18336.8,16165.32,M687670209,0.0,0.0,0,0
497,PAYMENT,3606.38,C946434607,4970.52,1364.14,M832884547,0.0,0.0,0,0
642,CASH_IN,4029.8,C941695219,214555.25,218585.05,C117481970,223436.54,219406.74,0,0
1,PAYMENT,6018.45,C559346003,68688.12,62669.67,M839369897,0.0,0.0,0,0
310,CASH_IN,2989.63,C270700744,90748.41,93738.04,C394226159,45798.16,42808.53,0,0
681,PAYMENT,2471.1,C796763109,25699.51,23228.41,M525568516,0.0,0.0,0,0
240,CASH_OUT,3100.7,C560883210,5263.64,2162.94,C855590022,182167.05,185267.75,0,0
10,CASH_OUT,3955.25,C108657116,24698.54,20743.29,C977364141,0.0,3955.25,0,0
393,CASH_OUT,3367.72,C195918514,11872.35,8504.63,C209980341,0.0,3367.72,0,0
657,PAYMENT,2086.22,C827070406,18981.09,16894.87,M669628927,0.0,0.0,0,0
169,TRANSFER,45008.45,C572553155,159719.99,114711.54,C328766544,215690.82,260699.27,0,0
